1630073626234816380,0.252288,0.000946,-0.098561,0.000149,-0.000137,1.000000,0.000002
1630073626335664198,0.252288,0.000946,-0.098561,0.000149,-0.000137,1.000000,0.000002
1630073626436885708,0.252288,0.000946,-0.098561,0.000149,-0.000137,1.000000,0.000002
1630073626535615662,0.252288,0.000946,-0.098561,0.000149,-0.000137,1.000000,0.000002
1630073626634079974,0.252288,0.000946,-0.098561,0.000149,-0.000137,1.000000,0.000002
1630073626733615604,0.253513,0.002881,-0.096006,-0.000027,-0.000137,1.000000,-0.000003
1630073626834535252,0.254344,0.001863,-0.094815,-0.000089,-0.000179,1.000000,-0.000007
1630073626935372094,0.255216,0.003275,-0.093815,-0.000212,-0.000145,1.000000,0.000007
1630073627033373382,0.256312,0.001807,-0.095056,-0.000118,-0.000233,1.000000,0.000005
1630073627134475876,0.257642,0.000298,-0.094681,-0.000232,-0.000134,1.000000,0.000008
1630073627234161218,0.258168,-0.000049,-0.093675,-0.000259,-0.000040,1.000000,0.000012
1630073627336440288,0.257465,-0.000379,-0.094700,-0.000216,-0.000073,1.000000,0.000011
1630073627434255039,0.257062,-0.001962,-0.095372,-0.000148,-0.000098,1.000000,0.000014
1630073627535102376,0.257737,0.000027,-0.098203,-0.000137,-0.000127,1.000000,0.000012
1630073627633682707,0.256516,-0.000580,-0.098086,-0.000135,-0.000065,1.000000,0.000009
1630073627734247880,0.257162,-0.000170,-0.096920,-0.000190,-0.000030,1.000000,0.000004
1630073627837217470,0.257017,0.000972,-0.095349,-0.000254,-0.000050,1.000000,0.000004
1630073627934610503,0.257233,0.000174,-0.095514,-0.000212,-0.000051,1.000000,0.000008
1630073628034600569,0.257578,-0.000448,-0.096422,-0.000191,-0.000028,1.000000,0.000005
1630073628136940534,0.257982,0.000046,-0.096344,-0.000266,-0.000060,1.000000,0.000009
1630073628233346826,0.256815,-0.000475,-0.096817,-0.000190,-0.000082,1.000000,0.000007
1630073628335390927,0.257005,0.001014,-0.096574,-0.000202,-0.000116,1.000000,0.000003
1630073628433724215,0.255684,0.002397,-0.098058,-0.000105,-0.000119,1.000000,0.000002
1630073628535890561,0.256877,0.001395,-0.096902,-0.000240,-0.000102,1.000000,0.000006
1630073628636922804,0.258141,0.001117,-0.096684,-0.000255,-0.000086,1.000000,0.000007
1630073628733737413,0.257593,0.000851,-0.097597,-0.000154,-0.000123,1.000000,0.000008
1630073628834648892,0.256977,0.001239,-0.098444,-0.000115,-0.000086,1.000000,0.000012
1630073628935141671,0.257013,0.000767,-0.097722,-0.000150,-0.000099,1.000000,0.000010
1630073629033964440,0.257708,0.000762,-0.096107,-0.000269,-0.000108,1.000000,0.000012
1630073629133504283,0.257470,0.000560,-0.096290,-0.000226,-0.000182,1.000000,0.000008
1630073629233698185,0.257564,0.001025,-0.096689,-0.000231,-0.000126,1.000000,0.000009
1630073629338208769,0.257857,0.000627,-0.095973,-0.000269,-0.000107,1.000000,0.000007
1630073629433379611,0.256665,0.000583,-0.097015,-0.000177,-0.000065,1.000000,0.000005
1630073629537703100,0.257509,0.000529,-0.096564,-0.000255,-0.000101,1.000000,0.000005
1630073629633722400,0.257116,0.000326,-0.096396,-0.000191,-0.000081,1.000000,0.000013
1630073629737145503,0.257509,0.000025,-0.095540,-0.000218,-0.000063,1.000000,0.000009
1630073629838277403,0.257525,0.000354,-0.095456,-0.000228,-0.000075,1.000000,0.000004
1630073629935978097,0.257339,-0.000392,-0.096111,-0.000253,-0.000068,1.000000,0.000007
1630073630036866826,0.258001,0.000275,-0.096463,-0.000231,-0.000055,1.000000,0.000000
1630073630133355181,0.258044,0.001231,-0.095874,-0.000276,-0.000104,1.000000,0.000007
1630073630238299692,0.258034,0.000348,-0.096345,-0.000262,-0.000127,1.000000,0.000005
1630073630336681774,0.257640,0.000693,-0.097422,-0.000177,-0.000080,1.000000,0.000006
1630073630436807246,0.256982,-0.000535,-0.097865,-0.000176,-0.000126,1.000000,0.000006
1630073630533403906,0.257027,-0.000871,-0.097061,-0.000185,-0.000147,1.000000,0.000009
1630073630635486742,0.258124,0.000418,-0.095551,-0.000301,-0.000114,1.000000,0.000007
1630073630734818597,0.257097,0.000727,-0.097282,-0.000182,-0.000104,1.000000,0.000006
1630073630835505863,0.257064,0.000602,-0.097201,-0.000219,-0.000084,1.000000,0.000005
1630073630933508708,0.257983,-0.000197,-0.096719,-0.000171,-0.000095,1.000000,0.000010
1630073631036056764,0.256973,0.001021,-0.097182,-0.000158,-0.000113,1.000000,0.000005
1630073631134724684,0.257922,0.001044,-0.095629,-0.000277,-0.000152,1.000000,0.000009
1630073631235374320,0.257376,0.001372,-0.096764,-0.000223,-0.000118,1.000000,0.000010
1630073631333280726,0.256231,0.000877,-0.097755,-0.000080,-0.000154,1.000000,0.000011
1630073631433702142,0.256688,0.001062,-0.096050,-0.000121,-0.000123,1.000000,0.000010
1630073631534365732,0.256566,0.000356,-0.096087,-0.000123,-0.000150,1.000000,0.000005
1630073631634026435,0.254881,-0.000072,-0.096297,-0.000076,-0.000082,1.000000,0.000009
1630073631734039968,0.254948,0.000170,-0.095363,-0.000149,-0.000104,1.000000,0.000009
1630073631833657915,0.254062,0.000208,-0.095814,-0.000084,-0.000087,1.000000,0.000010
1630073631935222038,0.253474,-0.000017,-0.094713,-0.000124,-0.000166,1.000000,0.000007
1630073632035469021,0.252350,-0.000046,-0.096128,-0.000100,-0.000116,1.000000,0.000006
1630073632133778892,0.250238,-0.001242,-0.097495,-0.000082,-0.000083,1.000000,0.000005
1630073632237307718,0.248714,-0.001132,-0.097418,-0.000062,-0.000081,1.000000,0.000006
1630073632334296420,0.245481,-0.001555,-0.098531,0.000034,-0.000053,1.000000,0.000004
1630073632434954167,0.243125,-0.001755,-0.097129,0.000028,-0.000006,1.000000,-0.000004
1630073632535485485,0.240480,-0.003148,-0.096778,0.000249,-0.000105,1.000000,-0.000002
1630073632632935394,0.234879,-0.004878,-0.094222,0.000634,-0.000216,1.000000,-0.000007
1630073632738834863,0.227715,-0.008803,-0.090655,0.001101,-0.000184,0.999999,0.000001
1630073632838173640,0.220309,-0.006746,-0.089969,0.001506,-0.000339,0.999999,0.000008
1630073632933710944,0.216184,-0.006807,-0.088431,0.001567,-0.000353,0.999999,0.000016
1630073633033304681,0.213780,-0.007432,-0.088281,0.001511,-0.000691,0.999999,0.000010
1630073633134541618,0.212153,-0.004074,-0.088005,0.001553,-0.001056,0.999998,0.000010
1630073633233637650,0.213587,-0.004924,-0.086968,0.001172,-0.001316,0.999998,0.000026
1630073633333797034,0.210268,-0.005716,-0.087184,0.000933,-0.001751,0.999998,0.000039
1630073633434831038,0.212175,-0.006709,-0.087368,0.000351,-0.001780,0.999998,0.000033
1630073633535106841,0.203043,-0.009442,-0.091712,0.000573,-0.001523,0.999999,0.000059
1630073633640328645,0.197992,-0.010229,-0.092573,0.000367,-0.001661,0.999923,0.012271
1630073633735537747,0.192299,-0.008531,-0.099302,0.000358,-0.001601,0.999923,0.012303
1630073633835992810,0.197918,-0.006710,-0.103431,-0.000252,-0.002431,0.999696,0.024535
1630073633935624379,0.210802,0.000764,-0.112226,-0.000957,-0.002976,0.999320,0.036751
1630073634034163706,0.215217,0.006402,-0.120855,-0.001856,-0.003888,0.998791,0.048969
1630073634133686283,0.217471,0.019472,-0.128188,-0.002549,-0.004744,0.998114,0.061143
1630073634234928800,0.214893,0.026117,-0.138145,-0.002941,-0.004647,0.997295,0.073303
1630073634335244380,0.210087,0.025729,-0.139898,-0.003148,-0.004039,0.996325,0.085502
1630073634435233830,0.210645,0.031431,-0.140250,-0.003755,-0.003453,0.995206,0.097665
1630073634533976281,0.216136,0.039339,-0.134435,-0.004608,-0.003772,0.993931,0.109846
