1630106835266938413,0.252761,-0.003302,-0.097861,-0.000027,0.000015,1.000000,-0.000017
1630106835364955002,0.252761,-0.003302,-0.097861,-0.000027,0.000015,1.000000,-0.000017
1630106835462618465,0.252761,-0.003302,-0.097861,-0.000027,0.000015,1.000000,-0.000017
1630106835563653100,0.252761,-0.003302,-0.097861,-0.000027,0.000015,1.000000,-0.000017
1630106835665016473,0.252761,-0.003302,-0.097861,-0.000027,0.000015,1.000000,-0.000017
1630106835763749915,0.251549,-0.002410,-0.096960,-0.000068,0.000045,1.000000,-0.000026
1630106835861925620,0.253113,-0.000884,-0.096680,-0.000060,0.000011,1.000000,-0.000035
1630106835961882126,0.251225,-0.000510,-0.096288,-0.000064,-0.000024,1.000000,-0.000024
1630106836065099220,0.251402,0.001577,-0.096911,-0.000031,-0.000068,1.000000,-0.000033
1630106836163111984,0.250412,-0.001267,-0.096720,-0.000082,0.000016,1.000000,-0.000031
1630106836262537248,0.251292,0.000401,-0.097107,-0.000049,0.000002,1.000000,-0.000047
1630106836362665338,0.250218,0.000710,-0.096763,-0.000064,-0.000013,1.000000,-0.000034
1630106836463867588,0.250119,-0.000222,-0.097323,-0.000040,-0.000045,1.000000,-0.000037
1630106836565529101,0.250248,0.000365,-0.096494,-0.000047,-0.000005,1.000000,-0.000028
1630106836662038708,0.250248,-0.000354,-0.097017,-0.000056,-0.000047,1.000000,-0.000052
1630106836761607072,0.249882,-0.000825,-0.096234,-0.000092,-0.000006,1.000000,-0.000038
1630106836865133189,0.251044,-0.001493,-0.096603,-0.000011,-0.000005,1.000000,-0.000020
1630106836963281278,0.252629,-0.002858,-0.095836,-0.000078,-0.000005,1.000000,-0.000026
1630106837062995261,0.251858,-0.000602,-0.096190,-0.000083,0.000009,1.000000,-0.000038
1630106837163030292,0.252165,-0.000260,-0.096596,-0.000051,-0.000002,1.000000,-0.000032
1630106837265412026,0.251462,-0.000493,-0.096528,-0.000058,0.000020,1.000000,-0.000022
1630106837362689651,0.252556,-0.000594,-0.096507,-0.000081,0.000013,1.000000,-0.000037
1630106837461981766,0.252921,-0.000431,-0.096045,-0.000070,0.000008,1.000000,-0.000030
1630106837563467464,0.251895,-0.000711,-0.095243,-0.000109,0.000029,1.000000,-0.000034
1630106837666626746,0.250563,-0.000839,-0.095273,-0.000082,0.000020,1.000000,-0.000029
1630106837763124622,0.250663,-0.001184,-0.095575,-0.000084,-0.000007,1.000000,-0.000014
1630106837863185754,0.251090,-0.001457,-0.096159,-0.000102,-0.000016,1.000000,-0.000026
1630106837964865952,0.252312,-0.001536,-0.096079,-0.000068,-0.000032,1.000000,-0.000017
1630106838062506146,0.253323,-0.001795,-0.095338,-0.000099,0.000002,1.000000,-0.000029
1630106838164349183,0.253677,-0.001780,-0.095734,-0.000088,0.000007,1.000000,-0.000013
1630106838262046376,0.252447,-0.000770,-0.095803,-0.000085,-0.000005,1.000000,-0.000027
1630106838363895387,0.252170,-0.000689,-0.094916,-0.000120,0.000015,1.000000,-0.000019
1630106838466658692,0.252505,-0.000787,-0.095008,-0.000096,0.000011,1.000000,-0.000023
1630106838562899398,0.252477,-0.000946,-0.094724,-0.000099,0.000014,1.000000,-0.000018
1630106838663871861,0.252479,0.000096,-0.095257,-0.000111,-0.000010,1.000000,-0.000028
1630106838765551301,0.252094,0.000260,-0.095417,-0.000092,0.000002,1.000000,-0.000030
1630106838863219370,0.252514,-0.000812,-0.095375,-0.000090,0.000019,1.000000,-0.000028
1630106838962068145,0.252889,-0.000093,-0.095267,-0.000111,0.000007,1.000000,-0.000032
1630106839063084162,0.253223,-0.000236,-0.095376,-0.000086,0.000010,1.000000,-0.000027
1630106839164014991,0.252605,0.001032,-0.095312,-0.000097,0.000009,1.000000,-0.000034
1630106839267225036,0.252447,0.000836,-0.095731,-0.000066,-0.000025,1.000000,-0.000016
1630106839363695324,0.253253,0.000298,-0.095862,-0.000053,-0.000042,1.000000,-0.000037
1630106839465322054,0.253519,0.000300,-0.095777,-0.000099,-0.000020,1.000000,-0.000032
1630106839565254340,0.253652,-0.000497,-0.095000,-0.000116,-0.000015,1.000000,-0.000019
1630106839662389920,0.252115,0.000366,-0.095299,-0.000096,-0.000010,1.000000,-0.000023
1630106839762780742,0.252063,0.000149,-0.095470,-0.000107,-0.000014,1.000000,-0.000033
1630106839865032847,0.253415,0.000092,-0.095050,-0.000089,-0.000003,1.000000,-0.000025
1630106839963127378,0.253573,-0.000646,-0.095893,-0.000057,-0.000027,1.000000,-0.000027
